date,close,high,low,open,volume
2025-08-01,9.970000267028809,9.989999771118164,9.930000305175781,9.930000305175781,82600.0
2025-08-04,9.96500015258789,9.975000381469727,9.960000038146973,9.970000267028809,4100.0
2025-08-05,9.970000267028809,9.970000267028809,9.930000305175781,9.96500015258789,800.0
2025-08-06,9.960000038146973,9.970000267028809,9.930000305175781,9.970000267028809,19500.0
2025-08-07,9.970000267028809,9.979999542236328,9.960000038146973,9.970000267028809,1271100.0
2025-08-08,9.949999809265137,9.979999542236328,9.949999809265137,9.979999542236328,700.0
2025-08-11,9.979999542236328,9.979999542236328,9.970000267028809,9.970000267028809,454800.0
2025-08-12,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,225700.0
2025-08-13,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,270100.0
2025-08-14,9.970000267028809,9.979000091552734,9.970000267028809,9.970000267028809,34300.0
2025-08-15,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,14100.0
2025-08-18,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,18700.0
2025-08-19,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0
2025-08-20,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,300.0
2025-08-21,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0
2025-08-22,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0
2025-08-25,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0
2025-08-26,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,700.0
2025-08-27,9.977999687194824,9.977999687194824,9.977999687194824,9.977999687194824,1100.0
2025-08-28,9.977999687194824,9.977999687194824,9.977999687194824,9.977999687194824,0.0
2025-08-29,9.977999687194824,9.977999687194824,9.977999687194824,9.977999687194824,0.0
2025-09-02,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,14200.0
2025-09-03,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-04,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-05,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,24900.0
2025-09-08,9.96500015258789,9.96500015258789,9.96500015258789,9.96500015258789,1000.0
2025-09-09,9.970000267028809,9.970000267028809,9.95199966430664,9.95199966430664,2000.0
2025-09-10,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,600.0
2025-09-11,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,100.0
2025-09-12,9.954999923706055,9.954999923706055,9.949999809265137,9.949999809265137,210300.0
2025-09-15,9.970000267028809,9.970000267028809,9.958999633789062,9.958999633789062,227500.0
2025-09-16,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,100.0
2025-09-17,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-18,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-19,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-22,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-23,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0.0
2025-09-24,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,600.0
2025-09-25,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,24500.0
2025-09-26,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0
2025-09-29,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0
2025-09-30,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0
2025-10-01,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0
2025-10-02,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,200.0
2025-10-03,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0
2025-10-06,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,300.0
